IMDB_ID,Title,Year,Release_Month,Age_Rating,Genre,Directors,Actors,Producers,Writers,Composers,Runtime,Cinematographers,Production_Companies,Country,Language,Average_Rating,Budget,Budget_Normalized,Revenue_Normalized,num_genre,num_directors,num_actors,num_producers,num_writers,num_composers,num_cinematographers,num_production_companies
tt3825638,Labyrinth of Lies,2014.0,9,R,"['Drama', 'History']",['Giulio Ricciarelli'],"['Alexander Fehling', 'André Szymanski', 'Friederike Becht', 'Johann von Bülow', 'Hansi Jochmann', 'Robert Hunger-Bühler', 'Gert Voss', 'Johannes Krisch', 'Peter Cieslinski', 'Josephine Ehlert']",[],"['Giulio Ricciarelli', 'Elisabeth Bartel']",[],124.0,"['Martin Langer', 'Roman Osin']","['Claussen+Wöbke Filmproduktion', 'Naked Eye Filmproduction', 'Beta Film', 'Universal Pictures']",Germany,"German, English, Hebrew, Latin",7.2,0,-0.6254982016275963,-0.4993715216471656,2,1,10,0,2,0,2,4
tt3296908,The Man with the Iron Heart,2017.0,8,R,"['War', 'Action', 'History', 'Thriller']",['Cédric Jimenez'],"['Jason Clarke', 'Rosamund Pike', ""Jack O'Connell"", 'Jack Reynor', 'Mia Wasikowska', 'Stephen Graham', 'Thomas M. Wright', 'Barry Atsma', 'Geoff Bell', 'Enzo Cilenti']",[],"['David Farr', 'Cédric Jimenez', 'Audrey Diwan']",[],120.0,['Laurent Tangy'],"['Légende Films', 'Cutting Edge Group', 'Echo Lake Entertainment', 'FilmNation Entertainment', 'Lantern Entertainment', 'The Weinstein Company', 'France 2 Cinéma', 'Carmel Productions', 'C2M Productions', 'HHHH', 'Taxshelter. be', 'Mars Films']","France, Belgium, United Kingdom, United States, Germany, Hungary","English, German, Czech, Latin, French",6.566666666666666,32679734,0.0979811236647977,-0.5002515260071368,4,1,10,0,3,0,1,12
tt5175450,Mark Felt: The Man Who Brought Down the White House,2017.0,11,PG-13,"['Drama', 'History', 'Thriller']",['Peter Landesman'],"['Liam Neeson', 'Diane Lane', 'Maika Monroe', 'Wendi McLendon-Covey', 'Julian Morris', 'Josh Lucas', 'Tony Goldwyn', 'Kate Walsh', 'Michael C. Hall', 'Marton Csokas']","['Marc Butan', 'Giannina Facio', 'Anthony Katagas', 'Peter Landesman', 'Steve Richards', 'Jay Roach', 'Ridley Scott']",['Peter Landesman'],['Daniel Pemberton'],103.0,['Adam Kimmel'],"['Cara Films', 'MadRiver Pictures', 'Playtone', 'Scott Free Productions']",United States,English,5.833333333333333,0,-0.6254982016275963,-0.5004714171759721,3,1,10,7,1,1,1,4
tt1801552,Gotti,2018.0,6,R,"['Crime', 'Drama', 'History', 'Thriller']",['Kevin Connolly'],"['John Travolta', 'Spencer Rocco Lofranco', 'Kelly Preston', 'Pruitt Taylor Vince', 'William DeMeo', 'Leo Rossi', 'Chris Kerson', 'Stacy Keach', 'Ashley Drew Fisher', 'Jordan Trovillion']","['Edward Norton', 'Marc Fiore', 'Randall Emmett', 'Michael Froch', 'Vince P. Maggio', 'George Furla']","['Leo Rossi', 'Lem Dobbs']",['Pitbull'],112.0,['Michael Barrett'],"['Highland Film Group', 'Fiore Films', 'EFO Films', 'JTP Films', 'The Fyzz Facility', 'River Bay Films', 'Riversdale Films']","Canada, United States, United Kingdom",English,3.125,10000000,-0.4041134971828189,-0.5006283085939989,4,1,10,6,2,1,1,7
tt8883486,Medieval,2022.0,11,R,"['Action', 'Drama', 'History']",['Petr Jákl'],"['Ben Foster', 'Sophie Lowe', 'Michael Caine', 'Roland Møller', 'Magnus Samuelsson', 'Til Schweiger', 'Matthew Goode', 'William Moseley', 'Karel Roden', 'Werner Daehn']","['Petr Jákl', 'Cassian Elwes']",['Petr Jákl'],['Philip Klein'],125.0,['Jesper Tøffner'],"['R.U. Robot Studios', 'JBJ Film', 'Elevated Films', 'Double Tree Entertainment']",Czech Republic,"English, Czech",5.325,23000000,-0.1163133814046084,-0.500801701756163,3,1,10,2,1,1,1,4
tt0116743,Kama Sutra: A Tale of Love,1996.0,3,R,"['Drama', 'History', 'Romance']",['Mira Nair'],"['Indira Varma', 'Sarita Choudhury', 'Ramon Tikaram', 'Naveen Andrews', 'Rekha', 'Khalid Tyabji', 'Arundathi Nag', 'Surabhi Bhansali', 'Garima Dhup', 'Pearl Padamsee']","['Lydia Dean Pilcher', 'Mira Nair']","['Helena Kriel', 'Mira Nair']",['Mychael Danna'],114.0,['Declan Quinn'],"['NDF International', 'Mirabai Films', 'Pandora Film']","United Kingdom, India, Japan, Germany, United States","English, Italian",5.2,3000000,-0.5590827902941631,-0.5018992251592498,3,1,10,2,2,1,1,3
tt1516009,Alleged,2010.0,11,PG,"['Drama', 'History', 'Romance']",['Tom Hines'],"['Nathan West', 'Colm Meaney', 'Brian Dennehy', 'Fred Thompson', 'Ashley Johnson', 'JR Bourne', 'Khori Faison', 'Thomas D. Mahard', 'Geoffrey Beauchamp', 'Jamie Kolacki']",['Fred Foote'],"['Brian Godawa', 'Fred Foote']",['John R. Graham'],94.0,['John Samaras'],['Two Shoes Productions'],United States,English,4.35,0,-0.6254982016275963,-0.5019485946865291,3,1,10,1,2,1,1,1
tt0080979,Kagemusha,1980.0,0,PG,"['Action', 'Drama', 'History', 'War']",['Akira Kurosawa'],"['Tatsuya Nakadai', 'Tsutomu Yamazaki', 'Kenichi Hagiwara', 'Jinpachi Nezu', 'Hideji Ōtaki', 'Daisuke Ryū', 'Masayuki Yui', 'Kaori Momoi', 'Mitsuko Baisho', 'Hideo Murota']",['Akira Kurosawa'],"['Akira Kurosawa', 'Masato Ide']",['Shinichirô Ikebe'],162.0,"['Shôji Ueda', 'Takao Saitō']","['TOHO', '20th Century Fox', 'Kurosawa Production']","Japan, United States",Japanese,8.25,6000000,-0.4926673789607299,-0.5024914152173625,4,1,10,1,2,1,2,3
tt0423409,A Cock and Bull Story,2005.0,5,R,"['Comedy', 'History']",['Michael Winterbottom'],"['Steve Coogan', 'Rob Brydon', 'Keeley Hawes', 'Shirley Henderson', 'Raymond Waring', 'Conal Murphy', 'Joe Williams', 'Paul Kynman', 'Mark Tandy', 'Dylan Moran']","['Andrew Eaton', 'Martin Hardy', 'Wendy Brazington', 'Anita Overland']",['Frank Cottrell Boyce'],['Edward Nogria'],94.0,['Marcel Zyskind'],"['Scion Films', 'BBC Film', 'Baby Cow Productions', 'EM Media', 'East Midlands Media Initiative', 'Revolution Films', 'The Works']",United Kingdom,English,7.425,0,-0.6254982016275963,-0.5028621236424846,2,1,10,4,1,1,1,7
tt1772230,1911,2011.0,11,R,"['Adventure', 'Drama', 'Action', 'History', 'War']","['Zhang Li', 'Jackie Chan', 'Tang Guoqiang', 'Tao Hai']","['Jackie Chan', 'Li Bingbing', 'Joan Chen', 'Jaycee Chan', 'Jiang Wu', 'Hu Ge', 'Ning Jing', 'Winston Chao', 'Yu Shaoqun', 'Dennis To Yu-Hang']",['Wang Zhebin'],"['Chen Bao-Guang', 'Wang Xing-Dong']",[],99.0,[],"['Changchun Film Studio', 'Shanghai Film Group', 'Jiangsu Broadcasting', 'JCE Movies', 'Xiaoxiang Film Studio', 'Hebei Film Studio', 'Tianjin North Film Group', 'Media Asia Films', 'Eastern Broadcasting', 'Huaxia Film Distribution']","China, Hong Kong, Taiwan","Mandarin, English, French",3.975,30000000,0.0386559117067356,-0.5035383314623597,5,4,10,1,2,0,0,10
tt12226632,Big George Foreman,2023.0,0,PG-13,"['History', 'Drama']",['George Tillman Jr.'],"['Khris Davis', 'Forest Whitaker', 'Sullivan Jones', 'Deion Smith', 'Matthew Glave', 'John Magaro', 'Sonja Sohn', 'Sam Trammell', 'Lawrence Gilliard Jr.', 'Jasmine Mathews']",['David Zelon'],"['George Tillman Jr.', 'Frank Baldwin']",['Marcelo Zarvos'],129.0,"['John Matysiak', 'David Tattersall']","['Mandalay Pictures', 'Affirm Films']",United States,English,6.2,32000000,0.0829328525956911,-0.5035770562790294,2,1,10,1,2,1,2,2
tt1847746,The German Doctor,2013.0,8,PG-13,"['Drama', 'Thriller', 'History']",['Lucía Puenzo'],"['Àlex Brendemühl', 'Natalia Oreiro', 'Diego Peretti', 'Elena Roger', 'Florencia Bado', 'Abril Braunstein', 'Juan I Martinez', 'Guillermo Pfening', 'Ana Pauls', 'Carlos Kaspar']","['Lucía Puenzo', 'Gudny Hummelvoll', 'Axel Kuschevatzky', 'José María Morales', 'Fabienne Vonier', 'Christian Cardoner', 'Stan Jakubowicz']",['Lucía Puenzo'],"['Daniel Tarrab', 'Andrés Goldstein']",93.0,['Nicolás Puenzo'],"['Pyramide Productions', 'Cine.Ar', 'P&P Endemol Argentina', 'Historias Cinematográficas', 'Telefe', 'The Stan Jakubowicz Co.', 'Hummelfilm', 'Moviecity', 'Wanda Visión']","Argentina, Spain, Norway, France","Spanish, German, Hebrew",6.725,2000000,-0.5812212607386408,-0.5044688127034931,3,1,10,7,1,2,1,9
tt4005402,Colonia,2015.0,6,R,"['Drama', 'History']",['Florian Gallenberger'],"['Emma Watson', 'Daniel Brühl', 'Michael Nyqvist', 'Richenda Carey', 'Vicky Krieps', 'Jeanne Werner', 'Julian Ovenden', 'August Zirner', 'Martin Wuttke', 'César Bordón']","['Benjamin Herrmann', 'Nicolas Steil']","['Torsten Wenzel', 'Florian Gallenberger']","['Fernando Velázquez', 'André Dziezuk']",110.0,['Kolja Brandt'],"['Majestic Filmproduktion', 'Rat Pack Filmproduktion', 'Iris Productions', 'Fred Films']","Germany, Luxembourg, United Kingdom, United States, Argentina, France","English, Spanish",5.125,14000000,-0.315559615404908,-0.504548455331777,2,1,10,2,2,2,1,4
tt8482584,12 Mighty Orphans,2021.0,6,PG-13,"['History', 'Drama', 'Action']",['Ty Roberts'],"['Luke Wilson', 'Vinessa Shaw', 'Wayne Knight', 'Martin Sheen', 'Jake Austin Walker', 'Scott Haze', 'Levi Dylan', 'Jacob Lofland', 'Rooster McConaughey', 'King Orba']","['Ty Roberts', 'Houston Hill', 'Michael De Luca', 'Brinton Bryan', 'Angelique De Luca']","['Kevin Meyer', 'Lane Garrison', 'Ty Roberts']",['Mark Orton'],118.0,['David McFarland'],"['Greenbelt Films', 'Santa Rita Film Co.', 'Sony Pictures Classics']",United States,English,6.175000000000001,0,-0.6254982016275963,-0.5045802266174466,3,1,10,5,3,1,1,3
tt0432402,Factory Girl,2006.0,2,R,"['Drama', 'History']",['George Hickenlooper'],"['Sienna Miller', 'Guy Pearce', 'Hayden Christensen', 'Mena Suvari', 'Jimmy Fallon', 'Tara Summers', 'Mary Elizabeth Winstead', 'Jack Huston', 'Armin Amiri', 'Shawn Hatosy']","['Holly Wiersma', 'Malcolm Petal', 'Morris Bart', 'Kimberly Calhoun Boling', 'Aaron Richard Golub']",['Captain Mauzner'],['Edward Shearmur'],90.0,['Michael Grady'],"['The Weinstein Company', 'LIFT Productions', 'Holly Wiersma Productions']",United States,"English, Slovak, French",4.725,7000000,-0.4705289085162521,-0.5048112564635747,2,1,10,5,1,1,1,3
tt6017756,Radioactive,2019.0,7,PG-13,"['Drama', 'Romance', 'History']",['Marjane Satrapi'],"['Rosamund Pike', 'Sam Riley', 'Aneurin Barnard', 'Simon Russell Beale', 'Katherine Parkinson', 'Sian Brooke', 'Anya Taylor-Joy', 'Yvette Feuer', 'Mirjam Novak', 'Ralph Berkin']","['Tim Bevan', 'Eric Fellner', 'Paul Webster']",['Jack Thorne'],"['Sacha Galperine', 'Evgueni Galperine']",109.0,['Anthony Dod Mantle'],"['Working Title Films', 'Shoebox Films', 'StudioCanal']","United Kingdom, France, United States, China, Hungary",English,6.199999999999999,0,-0.6254982016275963,-0.5051634221393635,3,1,10,3,1,2,1,3
tt0111271,Squanto: A Warrior's Tale,1994.0,10,PG,"['Adventure', 'History']",['Xavier Koller'],"['Adam Beach', 'Sheldon Peters Wolfchild', 'Irene Bedard', 'Eric Schweig', 'Leroy Peltier', 'Michael Gambon', 'Nathaniel Parker', 'Alex Norton', 'Mark Margolis', 'Julian Richings']",['Kathryn F. Galan'],['Darlene Craviotto'],['Joel McNeely'],102.0,['Robbie Greenberg'],['Walt Disney Pictures'],"United States, Canada",English,6.266666666666667,0,-0.6254982016275963,-0.5060865970161519,2,1,10,1,1,1,1,1
tt0094828,Camille Claudel,1988.0,2,R,"['Drama', 'History', 'Romance']",['Bruno Nuytten'],"['Isabelle Adjani', 'Gérard Depardieu', 'Laurent Grévill', 'Alain Cuny', 'Roch Leibovici', 'Madeleine Robinson', 'Philippe Clévenot', 'Katrine Boorman', 'Maxime Leroux', 'Danièle Lebrun']","['Isabelle Adjani', 'Christian Fechner']","['Bruno Nuytten', 'Marilyn Goldin']",['Gabriel Yared'],175.0,['Pierre Lhomme'],"['DD Productions', 'Les Films Christian Fechner', 'Lilith Films I.A.', 'Gaumont', 'France 2', 'Films A2']",France,"French, English",7.666666666666667,0,-0.6254982016275963,-0.5061212723916615,3,1,10,2,2,1,1,6
tt23782584,Number 24,2024.0,10,R,"['War', 'History', 'Drama']",['John Andreas Andersen'],"['Sjur Vatne Brean', 'Erik Hivju', 'Philip Helgar', 'Magnus Dugdale', 'Jakob Maanum Trulsen', 'Jacob Jensen', 'Flo Fagerli', 'Ines Høysæter Asserson', 'Lisa Loven Kongsli', 'Martin Karelius Østensen']","['Espen Horn', 'John M. Jacobsen', 'Kristian Strand Sinkerud', 'Terje Strømstad']","['Christopher Grøndahl', 'Vibeke Idsøe', 'Erlend Loe']",['Kristoffer Lo'],111.0,['Pål Ulvik Rokseth'],"['Motion Blur', 'SF Norge']",Norway,"Norwegian, German, English, Danish",7.3,0,-0.6254982016275963,-0.5062804327995072,3,1,10,4,3,1,1,2
tt7074886,The Front Runner,2018.0,9,R,"['Drama', 'History']",['Jason Reitman'],"['Hugh Jackman', 'Vera Farmiga', 'J.K. Simmons', ""Mark O'Brien"", 'Molly Ephraim', 'Chris Coy', 'Alex Karpovsky', 'Josh Brener', 'Tommy Dewey', 'Kaitlyn Dever']","['Jason Reitman', 'Helen Estabrook', 'Aaron L. Gilbert']","['Jay Carson', 'Jason Reitman', 'Matt Bai']",['Rob Simonsen'],113.0,['Eric Steelberg'],"['Bron Studios', 'Right of Way Films', 'Creative Wealth Media Finance', 'Stage 6 Films', 'Columbia Pictures']","Canada, United States",English,5.975,25000000,-0.0720364405156529,-0.5062911589331964,2,1,10,3,3,1,1,5
tt0110892,Princess Caraboo,1994.0,11,PG,"['Comedy', 'Drama', 'History', 'Mystery']",['Michael Austin'],"['Jim Broadbent', 'Phoebe Cates', 'Wendy Hughes', 'Kevin Kline', 'John Lithgow', 'Stephen Rea', 'Peter Eyre', 'Jacqueline Pearce', 'Roger Lloyd Pack', 'John Wells']","['Simon Bosanquet', 'Andrew S. Karsch']","['Michael Austin', 'John Wells']",['Richard Hartley'],97.0,['Freddie Francis'],"['TriStar Pictures', 'Ardican Films', 'Beacon Communications', 'Beacon Pictures', 'Longfellow Pictures']",United Kingdom,English,5.966666666666666,0,-0.6254982016275963,-0.5078022138730828,4,1,10,2,2,1,1,5
tt0323944,Shattered Glass (2003),2003.0,9,PG-13,"['Drama', 'History']",['Billy Ray'],"['Hayden Christensen', 'Peter Sarsgaard', 'Chloë Sevigny', 'Rosario Dawson', 'Melanie Lynskey', 'Hank Azaria', 'Steve Zahn', 'Mark Blum', 'Simone-Elise Girard', 'Chad Donella']","['Adam Merims', 'Craig Baumgarten', 'Gaye Hirsch', 'Tove Christensen']",['Billy Ray'],['Mychael Danna'],94.0,['Mandy Walker'],"['Cruise/Wagner Productions', 'Baumgarten Merims Productions', 'Forest Park Pictures']","United States, Canada",English,7.649999999999999,6000000,-0.4926673789607299,-0.5082195180125716,2,1,10,4,1,1,1,3
tt6346162,Newsies (2017),2017.0,3,PG,"['Music', 'Comedy', 'Drama', 'History', 'Romance']",['Brett Sullivan'],"['Jeremy Jordan', 'Kara Lindsay', 'Ben Fankhauser', 'Andrew Keenan-Bolger', 'Steve Blanchard', 'Aisha de Haas', 'Ethan Steiner', 'Tommy Bracco', 'Joshua Burrage', 'Ben Cook']","['Thomas Schumacher', 'Anne Quart', 'Naomi Stevens', 'Paul Morphos']",[],[],149.0,[],"['Steam Motion & Sound', 'PJM Productions', 'Disney Theatrical Group']","United States, United Kingdom",English,8.1,0,-0.6254982016275963,-0.5088560456516428,5,1,10,4,0,0,0,3
tt0104990,Newsies (1992),1992.0,0,PG,"['Drama', 'Music', 'History', 'Family']",['Kenny Ortega'],"['Christian Bale', 'Bill Pullman', 'Ann-Margret', 'Robert Duvall', 'David Moscow', 'Luke Edwards', 'Max Casella', 'Gabriel Damon', 'Marty Belafsky', 'Aaron Lohr']",['Michael Finnell'],"['Bob Tzudiker', 'Noni White']",['J.A.C. Redford'],121.0,['Andrew Laszlo'],"['Walt Disney Pictures', 'Touchwood Pacific Partners 1']",United States,English,5.55,15000000,-0.2934211449604303,-0.5088994930069306,4,1,10,1,2,1,1,2
tt0038990,The Strange Woman,1946.0,10,NR,"['Drama', 'Thriller', 'History']",['Edgar G. Ulmer'],"['Hedy Lamarr', 'George Sanders', 'Louis Hayward', 'Gene Lockhart', 'Hillary Brooke', 'Rhys Williams', 'June Storey', 'Moroni Olsen', 'Olive Blakeney', 'Kathleen Lockhart']","['Eugen Schüfftan', 'Jack Chertok']","['Hunt Stromberg', 'Edgar G. Ulmer', 'Herb Meadow']",['Carmen Dragon'],100.0,['Lucien N. Andriot'],"['Hunt Stromberg Productions', 'Mars Films']",United States,English,5.533333333333334,1500000,-0.5922904959608797,-0.5090052615873636,3,1,10,2,3,1,1,2
tt0068156,1776,1972.0,9,G,"['Drama', 'History']",['Peter H. Hunt'],"['William Daniels', 'Howard Da Silva', 'Ken Howard', 'Blythe Danner', 'Donald Madden', 'John Cullum', 'David Ford', 'Ron Holgate', 'Emory Bass', 'Virginia Vestoff']",['Jack L. Warner'],['Peter Stone'],['Sherman Edwards'],141.0,['Harry Stradling Jr.'],"['Columbia Pictures', 'Jack L. Warner Productions']",United States,English,7.066666666666666,6000000,-0.4926673789607299,-0.5090052615873636,2,1,10,1,1,1,1,2
tt10656212,Buya Hamka Vol. 1,2023.0,0,PG,"['Drama', 'History']",['Fajar Bustomi'],"['Vino G. Bastian', 'Laudya Cynthia Bella', 'Donny Damara', 'Desy Ratnasari', 'Marthino Lio', 'Anjasmara', 'Verdi Solaiman', 'Bima Azriel', 'Zayyan Sakha', 'Mawar Eva De Jongh']","['Chand Parwez Servia', 'Frederica']","['Alim Sudio', 'Cassandra Massardi']",[],106.0,['Ipung Rachmat Syaiful'],"['Majelis Ulama Indonesia', 'Falcon Pictures', 'Starvision Plus']",Indonesia,"Indonesian, Arabic, Malay, Minangkabau, Japanese, Dutch",6.1,4200000,-0.5325166257607898,-0.5090739229563086,2,1,10,2,2,0,1,3
tt0365675,The Red Baron,2008.0,7,PG-13,"['Action', 'Adventure', 'Drama', 'History', 'War']",['Nikolai Müllerschön'],"['Matthias Schweighöfer', 'Til Schweiger', 'Lena Headey', 'Joseph Fiennes', 'Volker Bruch', 'Julie Engelbrecht', 'Maxim Mehmet', 'Steffen Schroeder', 'Hanno Koffler', 'Tino Mewes']","['Dan Maag', 'Nikolai Müllerschön', 'Thomas Reisser', 'Roland Pellegrino']",['Nikolai Müllerschön'],"['Dirk Reichardt', 'Stefan Hansen']",106.0,['Klaus Merkel'],"['Niama Film', 'Arclight Films']","Germany, United Kingdom","German, English, French",4.733333333333333,18000000,-0.227005733626997,-0.5090957389134428,5,1,10,4,1,2,1,2
tt0023470,The Sign of the Cross,1932.0,9,NR,"['Drama', 'History']",['Cecil B. DeMille'],"['Fredric March', 'Elissa Landi', 'Claudette Colbert', 'Charles Laughton', 'Ian Keith', 'Arthur Hohl', 'Harry Beresford', 'Tommy Conlon', 'Ferdinand Gottschalk', 'Vivian Tobin']",['Cecil B. DeMille'],"['Waldemar Young', 'Sidney Buchman']",[],125.0,['Karl Struss'],['Paramount Pictures'],United States,English,6.0,694065,-0.6101326641385498,-0.5093364201086091,2,1,10,1,2,0,1,1
tt0986233,Hunger,2008.0,8,NR,"['Drama', 'History']",['Steve McQueen'],"['Michael Fassbender', 'Stuart Graham', 'Liam Cunningham', 'Helena Bereen', 'Laine Megaw', 'Brian Milligan', 'Liam McMahon', 'Karen Hassan', 'Frank McCusker', 'Lalor Roddy']","['Robin Gutch', 'Laura Hastings-Smith']","['Enda Walsh', 'Steve McQueen']","['David Holmes', 'Leo Abrahams']",96.0,['Sean Bobbitt'],"['Film4 Productions', 'Northern Ireland Screen', 'Broadcasting Commission of Ireland', 'Wales Creative IP Fund', 'Blast! Films']","United Kingdom, Ireland","English, Irish Gaelic",7.975,0,-0.6254982016275963,-0.5094152322214808,2,1,10,2,2,2,1,5
tt1641638,The Legend Is Born: Ip Man,2010.0,6,NR,"['Drama', 'Action', 'History']",['Herman Yau'],"['Dennis To Yu-Hang', 'Huang Yi', 'Yuen Biao', 'Louis Fan Siu-Wong', 'Rose Chan Ka-Wun', 'Ip Chun', 'Sammo Hung', 'Bernice Liu', 'Lam Suet', 'Xu Jiao']","['Checkley Sin Kwok-Lam', 'Xu Wen-Cai', 'Cherry Law Bo-Yi']","['Erica Li', 'Eric Lee Sing']",['Brother Hung'],100.0,['Joe Chan Kwong-Hung'],"['Mei Ah Entertainment', 'National Arts Films Production Limited', 'Zhejiang Hengdian World Studios Co., Ltd.']",Hong Kong,Cantonese,6.9,0,-0.6254982016275963,-0.509499950221728,3,1,10,3,2,1,1,3
tt6704776,The Photographer of Mauthausen,2018.0,10,R,"['Drama', 'History', 'Thriller']",['Mar Targarona'],"['Mario Casas', 'Richard van Weyden', 'Alain Hernández', 'Adrià Salazar', 'Eduard Buch', 'Stefan Weinert', 'Rubén Yuste', 'Nikola Stojanovic', 'Frank Feys', 'Marc Rodríguez']","['Joaquín Padró', 'Mar Targarona']","['Alfred Pérez-Fargas', 'Roger Danès']",['Diego Navarro'],110.0,['Aitor Mantxola'],"['Rodar y Rodar', 'Filmteam', 'TV3', 'Film Factory', 'TVE']",Spain,"Spanish, German",7.433333333333333,0,-0.6254982016275963,-0.5095391527204648,3,1,10,2,2,1,1,5
tt0082416,The French Lieutenant's Woman,1981.0,1,R,"['Drama', 'Romance', 'History']",['Karel Reisz'],"['Meryl Streep', 'Jeremy Irons', 'Hilton McRae', 'Lynsey Baxter', 'Emily Morgan', 'Penelope Wilton', 'Jean Faulds', 'Charlotte Mitchell', 'Peter Vaughan', 'Colin Jeavons']",['Leon Clore'],['Harold Pinter'],['Carl Davis'],124.0,['Freddie Francis'],['Juniper Films'],United Kingdom,English,7.0,0,-0.6254982016275963,-0.5096074232586276,3,1,10,1,1,1,1,1
tt0018054,The King of Kings (1927),1927.0,0,NR,"['Drama', 'History']",['Cecil B. DeMille'],"['H.B. Warner', 'Dorothy Cumming', 'Ernest Torrence', 'Joseph Schildkraut', 'James Neill', 'Joseph Striker', 'Robert Edeson', ""Sidney D'Albrook"", 'Jacqueline Logan', 'Charles Belcher']",['Cecil B. DeMille'],['Jeanie Macpherson'],[],160.0,['J. Peverell Marley'],['DeMille Pictures Corporation'],United States,English,7.066666666666666,1265284,-0.5974867491897257,-0.5098646170543418,2,1,10,1,1,0,1,1
tt0024481,Queen Christina,1933.0,2,NR,"['Romance', 'History', 'Drama']",['Rouben Mamoulian'],"['Greta Garbo', 'John Gilbert', 'Ian Keith', 'Lewis Stone', 'Elizabeth Young', 'C. Aubrey Smith', 'Reginald Owen', 'David Torrence', 'Gustav von Seyffertitz', 'Georges Renavent']",['Walter Wanger'],"['Salka Viertel', 'H.M. Harwood', 'Claudine West', 'Rouben Mamoulian', 'Ben Hecht']",[],99.0,['William H. Daniels'],['Metro-Goldwyn-Mayer'],United States,"English, Spanish",7.466666666666666,1114000,-0.600835945552448,-0.510036620595947,3,1,10,1,5,0,1,1
tt15000156,Firebrand,2023.0,7,R,"['Drama', 'History', 'Thriller']",['Karim Aïnouz'],"['Alicia Vikander', 'Jude Law', 'Eddie Marsan', 'Sam Riley', 'Simon Russell Beale', 'Erin Doherty', 'Ruby Bentall', 'Bryony Hannah', 'Maia Jemmett', 'Amr Waked']","['Carolyn Marks Blackwood', 'Gabrielle Tana']","['Henrietta Ashworth', 'Jessica Ashworth']",['Dickon Hinchliffe'],121.0,['Hélène Louvart'],"['Brouhaha Entertainment', 'MBK Productions', 'Magnolia Mae Films', 'FilmNation Entertainment', 'Roadside Attractions']","United Kingdom, United States",English,5.975,0,-0.6254982016275963,-0.5100741620638595,3,1,10,2,2,1,1,5
tt28172032,Escape from Germany,2024.0,0,PG,"['History', 'Drama', 'War']",['T.C. Christensen'],"['Paul Wuthrich', 'Sebastian Michael Barr', 'David McConnell', 'Landon Henneman', 'Brad Witbeck', 'Scarlett Hazen', 'Trystyn Roberts', 'Kevin Kirschenmann', 'Bruce Newbold', 'Joseph Batzel']",['Eric S. Johnston'],['T.C. Christensen'],[],97.0,[],[],United States,English,5.3,1000000,-0.6033597311831186,-0.5100815715641054,3,1,10,1,1,0,0,0
tt0051003,The Spirit of St. Louis,1957.0,0,NR,"['Adventure', 'Drama', 'History']",['Billy Wilder'],"['James Stewart', 'Murray Hamilton', 'Patricia Smith', 'Bartlett Robinson', 'Marc Connelly', 'Arthur Space', 'Charles Watts', 'Erville Alderson', 'Frances Allen', 'David Alpert']","['Leland Hayward', 'Billy Wilder']","['Wendell Mayes', 'Billy Wilder']",['Franz Waxman'],135.0,"['Robert Burks', 'J. Peverell Marley']",['Warner Bros. Pictures'],United States,English,7.366666666666667,7000000,-0.4705289085162521,-0.5100909026490303,3,1,10,2,2,1,2,1
tt0113463,Jefferson in Paris,1995.0,7,PG-13,"['Drama', 'Romance', 'History']",['James Ivory'],"['Nick Nolte', 'Greta Scacchi', 'Thandiwe Newton', 'Gwyneth Paltrow', 'Jean-Pierre Aumont', 'Simon Callow', 'Seth Gilliam', 'James Earl Jones', 'Michael Lonsdale', 'Nancy Marchand']",['Ismail Merchant'],['Ruth Prawer Jhabvala'],['Richard Robbins'],139.0,['Pierre Lhomme'],"['Merchant Ivory Productions', 'Touchstone Pictures', 'Franco London Films', 'Gaumont']","United States, France","English, French",4.6,14000000,-0.315559615404908,-0.5107748565178805,3,1,10,1,1,1,1,4
tt5797184,Escape from Pretoria,2020.0,7,PG-13,"['Drama', 'History', 'Thriller']",['Francis Annan'],"['Daniel Radcliffe', 'Daniel Webber', 'Ian Hart', 'Mark Leonard Winter', 'Nathan Page', 'Grant Piro', 'Len Firth', 'Lliam Amor', 'Adam Tuominen', 'PJ Oaten']","['Jackie Sheppard', 'David Barron', 'Mark Blaney', 'Gary Hamilton', 'Michelle Krumm']","['L. H. Adams', 'Francis Annan']",['David Hirschfelder'],106.0,['Geoffrey Hall'],"['MEP Capital', 'Momentum Pictures', 'Hamilton Entertainment', 'South Australian Film Corporation', 'Arclight Films', 'Particular Crowd', 'Spier Films', 'Enriched Media Group', 'Premiere Picture', 'Footprint Films', 'Beagle Pug Films']","United Kingdom, Australia, United States, South Africa, Germany","English, French, Afrikaans",6.725,0,-0.6254982016275963,-0.511002868281857,3,1,10,5,2,1,1,11
