IMDB_ID,Title,Year,Release_Month,Age_Rating,Genre,Directors,Actors,Producers,Writers,Composers,Runtime,Cinematographers,Production_Companies,Country,Language,Average_Rating,Budget,Budget_Normalized,Revenue_Normalized,num_genre,num_directors,num_actors,num_producers,num_writers,num_composers,num_cinematographers,num_production_companies
tt7975244,Jumanji: The Next Level,2019.0,2,PG-13,"['Adventure', 'Comedy', 'Fantasy']",['Jake Kasdan'],"['Dwayne Johnson', 'Kevin Hart', 'Jack Black', 'Karen Gillan', 'Awkwafina', 'Nick Jonas', 'Alex Wolff', 'Morgan Turner', 'Madison Iseman', ""Ser'Darius Blain""]","['Hiram Garcia', 'Matt Tolmach', 'Dwayne Johnson', 'Dany Garcia', 'Jake Kasdan']","['Scott Rosenberg', 'Jeff Pinkner', 'Jake Kasdan']",['Henry Jackman'],123.0,['Gyula Pados'],"['Columbia Pictures', 'Seven Bucks Productions', 'Matt Tolmach Productions', 'The Detective Agency']","United States, India, Australia, New Zealand, Thailand, Canada, South Korea, China, Netherlands",English,6.625,125000000,2.1418106039321203,3.827555004606391,3,1,10,5,3,1,1,4
tt0304141,Harry Potter and the Prisoner of Azkaban,2004.0,8,PG,"['Adventure', 'Fantasy']",['Alfonso Cuarón'],"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Robbie Coltrane', 'Michael Gambon', 'Gary Oldman', 'David Thewlis', 'Timothy Spall', 'Alan Rickman', 'Tom Felton']","['David Heyman', 'Mark Radcliffe', 'Lorne Orleans', 'Chris Columbus']",['Steve Kloves'],['John Williams'],142.0,['Michael Seresin'],"['Warner Bros. Pictures', '1492 Pictures', 'Heyday Films', 'P of A Productions Limited']","United Kingdom, United States","English, Latin, Old English",8.3,130000000,2.252502956154509,3.7630170361186153,2,1,10,4,1,1,1,4
tt1951265,The Hunger Games: Mockingjay - Part 1,2014.0,9,PG-13,"['Science Fiction', 'Adventure', 'Thriller']",['Francis Lawrence'],"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Woody Harrelson', 'Elizabeth Banks', 'Julianne Moore', 'Philip Seymour Hoffman', 'Jeffrey Wright', 'Stanley Tucci', 'Donald Sutherland']","['Nina Jacobson', 'Jon Kilik']","['Danny Strong', 'Peter Craig']",['James Newton Howard'],123.0,['Jo Willems'],"['Lionsgate', 'Color Force']","United States, Canada, France",English,6.7,125000000,2.1418106039321203,3.5760270718853526,3,1,10,2,2,1,1,2
tt0892791,Shrek Forever After,2010.0,8,PG,"['Comedy', 'Adventure', 'Fantasy', 'Animation', 'Family']",['Mike Mitchell'],"['Mike Myers', 'Eddie Murphy', 'Cameron Diaz', 'Antonio Banderas', 'Walt Dohrn', 'Julie Andrews', 'John Cleese', 'Jon Hamm', 'Jane Lynch', 'Craig Robinson']","['Teresa Cheng', 'Gina Shay']","['Josh Klausner', 'Darren Lemke']",['Harry Gregson-Williams'],93.0,[],['DreamWorks Animation'],"United States, France",English,6.075,165000000,3.0273494217112296,3.561067784855612,5,1,10,2,2,1,0,1
tt1277953,Madagascar 3: Europe's Most Wanted,2012.0,6,PG,"['Animation', 'Family', 'Comedy', 'Adventure']","['Eric Darnell', 'Conrad Vernon', 'Tom McGrath']","['Ben Stiller', 'Chris Rock', 'David Schwimmer', 'Jada Pinkett Smith', 'Frances McDormand', 'Sacha Baron Cohen', 'Andy Richter', 'Cedric the Entertainer', 'Jessica Chastain', 'Bryan Cranston']","['Mireille Soria', 'Mark Swift']","['Noah Baumbach', 'Eric Darnell']",['Hans Zimmer'],93.0,[],"['DreamWorks Animation', 'Pacific Data Images']","United States, India, United Kingdom","English, Spanish",6.8,145000000,2.584580012821675,3.5302377879838343,4,3,10,2,2,1,0,2
tt0816692,Interstellar,2014.0,9,PG-13,"['Adventure', 'Drama', 'Science Fiction']",['Christopher Nolan'],"['Matthew McConaughey', 'Anne Hathaway', 'Michael Caine', 'Jessica Chastain', 'Casey Affleck', 'Wes Bentley', 'Topher Grace', 'Mackenzie Foy', 'Ellen Burstyn', 'John Lithgow']","['Lynda Obst', 'Christopher Nolan', 'Emma Thomas', 'Kaari M. Autry']","['Jonathan Nolan', 'Christopher Nolan']",['Hans Zimmer'],169.0,['Hoyte van Hoytema'],"['Legendary Pictures', 'Syncopy', 'Lynda Obst Productions']","United States, United Kingdom, Canada",English,7.975,165000000,3.0273494217112296,3.528530248296402,3,1,10,4,2,1,1,3
tt0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005.0,2,PG,"['Adventure', 'Family', 'Fantasy']",['Andrew Adamson'],"['William Moseley', 'Anna Popplewell', 'Skandar Keynes', 'Georgie Henley', 'Liam Neeson', 'Tilda Swinton', 'James McAvoy', 'Jim Broadbent', 'Ray Winstone', 'Dawn French']","['Philip Steuer', 'Mark Johnson', 'Matthew Stillman', 'David Minkowski']","['Andrew Adamson', 'Christopher Markus', 'Ann Peacock', 'Stephen McFeely']",['Harry Gregson-Williams'],143.0,['Donald McAlpine'],"['Walt Disney Pictures', 'Walden Media', 'C.S. Lewis Company']","United Kingdom, United States","English, German, Brazilian Sign ",7.25,180000000,3.359426478378396,3.5198799091708883,3,1,10,4,4,1,1,3
tt10627720,Ne Zha,2019.0,5,NR,"['Animation', 'Fantasy', 'Adventure']",['Yang Yu'],"['Lu Yanting', 'Joseph', 'Han Mo', 'Chen Hao', 'Lu Qi', 'Yang Wei', 'Zhang Jiaming', 'He Yuxiang', 'Ren Junpeng', 'Da Hai']","['Wei Yunyun', 'Liu Wenzhang', 'Wang Changtian', 'Yang Yu']",['Yang Yu'],['Wan Pin Chu'],110.0,[],"['Beijing Enlight Pictures', 'Horgos Coloroom Pictures', 'October Media', 'Chengdu Coco Cartoon']",China,"Mandarin, Chinese, English",7.375,22000000,-0.1384518518490861,3.507424246134484,3,1,10,4,1,1,0,4
tt13186482,Mufasa: The Lion King,2024.0,2,PG,"['Adventure', 'Family', 'Animation']",['Barry Jenkins'],"['Aaron Pierre', 'Kelvin Harrison, Jr.', 'Tiffany Boone', 'Kagiso Lediga', 'Preston Nyman', 'Blue Ivy Carter', 'John Kani', 'Mads Mikkelsen', 'Seth Rogen', 'Billy Eichner']","['Adele Romanski', 'Mark Ceryak']",['Jeff Nathanson'],['Dave Metzger'],118.0,['James Laxton'],['Walt Disney Pictures'],"United States, Canada","English, Swahili",6.3,200000000,3.8021958872679504,3.3983892974393552,3,1,10,2,1,1,1,1
tt15239678,Dune: Part Two,2024.0,3,PG-13,"['Science Fiction', 'Adventure']",['Denis Villeneuve'],"['Timothée Chalamet', 'Zendaya', 'Rebecca Ferguson', 'Javier Bardem', 'Josh Brolin', 'Austin Butler', 'Florence Pugh', 'Dave Bautista', 'Christopher Walken', 'Léa Seydoux']","['Mary Parent', 'Cale Boyter', 'Tanya Lapointe', 'Patrick McCormick', 'Denis Villeneuve']","['Denis Villeneuve', 'Jon Spaihts']",['Hans Zimmer'],166.0,['Greig Fraser'],['Legendary Pictures'],"United States, Canada, United Arab Emirates, Hungary, Italy, New Zealand, Jordan, Gambia",English,8.425,190000000,3.580811182823173,3.3539464201543105,2,1,10,5,2,1,1,1
tt1324999,The Twilight Saga: Breaking Dawn - Part 1,2011.0,9,PG-13,"['Adventure', 'Fantasy', 'Romance']",['Bill Condon'],"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner', 'Billy Burke', 'Peter Facinelli', 'Michael Sheen', 'Elizabeth Reaser', 'Kellan Lutz', 'Nikki Reed', 'Jackson Rathbone']","['Stephenie Meyer', 'Wyck Godfrey', 'Karen Rosenfelt']","['Melissa Rosenberg', 'Bill Condon']",['Carter Burwell'],117.0,['Guillermo Navarro'],"['Summit Entertainment', 'Sunswept Entertainment', 'TSBD Canada Productions', 'TSBD Louisiana', 'TSBD Productions', 'Temple Hill Entertainment', 'Total Entertainment']",United States,"English, Portuguese",4.550000000000001,110000000,1.8097335472649545,3.3416108127347104,3,1,10,3,2,1,1,7
tt1259571,The Twilight Saga: New Moon,2009.0,9,PG-13,"['Adventure', 'Fantasy', 'Drama', 'Romance']",['Chris Weitz'],"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner', 'Dakota Fanning', 'Michael Sheen', 'Ashley Greene', 'Rachelle Lefevre', 'Billy Burke', 'Peter Facinelli', 'Elizabeth Reaser']","['Wyck Godfrey', 'Kerry Kohansky-Roberts', 'Karen Rosenfelt']","['Melissa Rosenberg', 'Chris Weitz']",['Alexandre Desplat'],130.0,['Javier Aguirresarobe'],"['Summit Entertainment', 'Temple Hill Entertainment', 'Maverick Films', 'Imprint Entertainment', 'Sunswept Entertainment']",United States,"English, Italian",4.5,50000000,0.4814253205962903,3.328884960779084,4,1,10,3,2,1,1,5
tt1325004,The Twilight Saga: Eclipse,2010.0,6,PG-13,"['Adventure', 'Fantasy', 'Drama', 'Romance']",['David Slade'],"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner', 'Bryce Dallas Howard', 'Dakota Fanning', 'Billy Burke', 'Peter Facinelli', 'Elizabeth Reaser', 'Jackson Rathbone', 'Kellan Lutz']","['Karen Rosenfelt', 'Wyck Godfrey']",['Melissa Rosenberg'],['Howard Shore'],124.0,['Javier Aguirresarobe'],"['Summit Entertainment', 'Temple Hill Entertainment', 'Imprint Entertainment', 'Maverick Films', 'Sunswept Entertainment']",United States,English,5.425,68000000,0.8799177885968895,3.267350201160197,4,1,10,2,1,1,1,5
tt3521164,Moana,2016.0,10,PG,"['Adventure', 'Comedy', 'Family', 'Animation']","['John Musker', 'Ron Clements']","['Auliʻi Cravalho', 'Dwayne Johnson', 'Rachel House', 'Temuera Morrison', 'Jemaine Clement', 'Nicole Scherzinger', 'Alan Tudyk', 'Louise Bush', 'Oscar Kightley', 'Troy Polamalu']",['Osnat Shurer'],['Jared Bush'],['Mark Mancina'],107.0,[],"['Walt Disney Pictures', 'Walt Disney Animation Studios']",United States,"English, French",8.2,150000000,2.6952723650440635,3.2259282449779625,4,2,10,1,1,1,0,2
tt0438097,Ice Age: The Meltdown,2006.0,7,PG,"['Animation', 'Family', 'Comedy', 'Adventure']",['Carlos Saldanha'],"['Ray Romano', 'John Leguizamo', 'Denis Leary', 'Queen Latifah', 'Seann William Scott', 'Josh Peck', 'Jay Leno', 'Will Arnett', 'Chris Wedge', 'Peter Ackerman']",['Lori Forte'],"['Jon Vitti', 'Peter Gaulke', 'Gerry Swallow', 'Jim Hecht']","['John Powell', 'Will Edwards']",91.0,['Craig Grasso'],"['20th Century Fox Animation', 'Blue Sky Studios', '20th Century Fox']","United States, United Kingdom",English,6.25,80000000,1.1455794339306222,3.063832719670794,4,1,10,1,4,2,1,3
tt4123430,Fantastic Beasts: The Crimes of Grindelwald,2018.0,9,PG-13,"['Fantasy', 'Adventure']",['David Yates'],"['Eddie Redmayne', 'Katherine Waterston', 'Dan Fogler', 'Alison Sudol', 'Johnny Depp', 'Jude Law', 'Ezra Miller', 'Zoë Kravitz', 'Callum Turner', 'Claudia Kim']","['Steve Kloves', 'Lionel Wigram', 'J.K. Rowling', 'David Heyman']",['J.K. Rowling'],['James Newton Howard'],134.0,['Philippe Rousselot'],"['Warner Bros. Pictures', 'Heyday Films']","United Kingdom, United States","English, French",5.525,200000000,3.8021958872679504,3.0307274199773597,2,1,10,4,1,1,1,2
tt3659388,The Martian,2015.0,11,PG-13,"['Drama', 'Adventure', 'Science Fiction']",['Ridley Scott'],"['Matt Damon', 'Jessica Chastain', 'Kristen Wiig', 'Jeff Daniels', 'Michael Peña', 'Sean Bean', 'Kate Mara', 'Sebastian Stan', 'Aksel Hennie', 'Chiwetel Ejiofor']","['Aditya Sood', 'Simon Kinberg', 'Ridley Scott', 'Mark Huffam', 'Michael Schaefer']",['Drew Goddard'],['Harry Gregson-Williams'],144.0,['Dariusz Wolski'],"['Genre Films', 'TSG Entertainment', '20th Century Fox', 'Scott Free Productions']","United States, United Kingdom, Hungary, Jordan","English, Mandarin",8.2,108000000,1.7654566063759989,2.901313126680324,3,1,10,5,1,1,1,4
tt0407304,War of the Worlds,2005.0,6,PG-13,"['Adventure', 'Thriller', 'Science Fiction']",['Steven Spielberg'],"['Tom Cruise', 'Dakota Fanning', 'Justin Chatwin', 'Miranda Otto', 'Tim Robbins', 'Rick Gonzalez', 'Yul Vazquez', 'Lenny Venito', 'Lisa Ann Walter', 'Ann Robinson']","['Colin Wilson', 'Kathleen Kennedy']","['David Koepp', 'Josh Friedman']",['John Williams'],117.0,['Janusz Kamiński'],"['Paramount Pictures', 'DreamWorks Pictures', 'Amblin Entertainment', 'Cruise/Wagner Productions']",United States,English,7.0,132000000,2.2967798970434643,2.7537430336654225,3,1,10,2,2,1,1,4
tt0398286,Tangled,2010.0,9,PG,"['Animation', 'Family', 'Adventure']","['Byron Howard', 'Nathan Greno']","['Mandy Moore', 'Zachary Levi', 'Donna Murphy', 'Ron Perlman', 'M.C. Gainey', 'Jeffrey Tambor', 'Brad Garrett', 'Paul F. Tompkins', 'Richard Kiel', 'Delaney Rose Stein']",['Roy Conli'],['Dan Fogelman'],"['Alan Menken', 'Kevin Kliesch']",100.0,[],"['Walt Disney Animation Studios', 'Walt Disney Pictures']","United States, Japan","English, German",7.824999999999999,260000000,5.130504113936614,2.691799682176567,3,2,10,1,1,2,0,2
tt5971474,The Little Mermaid (2023),2023.0,8,PG,"['Adventure', 'Family', 'Fantasy', 'Romance']",['Rob Marshall'],"['Halle Bailey', 'Jonah Hauer-King', 'Melissa McCarthy', 'Javier Bardem', 'Noma Dumezweni', 'Art Malik', 'Daveed Diggs', 'Jacob Tremblay', 'Awkwafina', 'Jessica Alexander']","['Lin-Manuel Miranda', 'Marc Platt', 'Rob Marshall', 'John DeLuca']",['David Magee'],['Alan Menken'],135.0,['Dion Beebe'],"['Walt Disney Pictures', 'Lucamar Productions', 'Marc Platt Productions']",United States,English,6.525,297000000,5.949627520382291,2.5678442092658043,4,1,10,4,1,1,1,3
tt0472181,The Smurfs,2011.0,5,PG,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",['Raja Gosnell'],"['Hank Azaria', 'Neil Patrick Harris', 'Jayma Mays', 'Jonathan Winters', 'Katy Perry', 'Anton Yelchin', 'Sofía Vergara', 'Tim Gunn', 'Frank Welker', 'Madison McKinley']",['Jordan Kerner'],"['J. David Stem', 'David N. Weiss', 'Jay Scherick', 'David Ronn']",['Heitor Pereira'],103.0,['Phil Meheux'],"['Columbia Pictures', 'Sony Pictures Animation', 'Kerner Entertainment Company']","United States, Belgium, Canada",English,4.075,110000000,1.8097335472649545,2.535942831227705,5,1,10,1,4,1,1,3
tt1216475,Cars 2,2011.0,6,G,"['Animation', 'Family', 'Adventure', 'Comedy']",['John Lasseter'],"['Larry the Cable Guy', 'Owen Wilson', 'Michael Caine', 'Emily Mortimer', 'Eddie Izzard', 'John Turturro', 'Brent Musburger', 'Joe Mantegna', 'Thomas Kretschmann', 'Peter Jacobson']",['Denise Ream'],['Ben Queen'],['Michael Giacchino'],106.0,"['Jeremy Lasky', 'Sharon Calahan']","['Pixar', 'Walt Disney Pictures']","United States, Japan, Hungary, United Kingdom","English, Japanese, Italian, French",5.525,200000000,3.8021958872679504,2.5147895114001138,4,1,10,1,1,1,2,2
tt2386490,How to Train Your Dragon: The Hidden World,2019.0,4,PG,"['Animation', 'Family', 'Adventure']",['Dean DeBlois'],"['Jay Baruchel', 'America Ferrera', 'F. Murray Abraham', 'Cate Blanchett', 'Gerard Butler', 'Craig Ferguson', 'Jonah Hill', 'Christopher Mintz-Plasse', 'Kristen Wiig', 'Kit Harington']","['Bonnie Arnold', 'Bradford Lewis']",['Dean DeBlois'],['John Powell'],104.0,['Gil Zimmerman'],"['DreamWorks Animation', 'Mad Hatter Entertainment']","United States, Japan",English,7.825,129000000,2.230364485710031,2.4069614535886243,3,1,10,2,1,1,1,2
tt1663202,The Revenant,2015.0,2,R,"['Western', 'Drama', 'Adventure']",['Alejandro González Iñárritu'],"['Leonardo DiCaprio', 'Tom Hardy', 'Domhnall Gleeson', 'Will Poulter', 'Forrest Goodluck', 'Duane Howard', 'Arthur RedCloud', ""Melaw Nakehk'o"", 'Grace Dove', 'Lukas Haas']","['Mary Parent', 'James W. Skotchdopole', 'Steve Golin', 'Keith Redmon', 'Arnon Milchan', 'Alejandro González Iñárritu']","['Mark L. Smith', 'Alejandro González Iñárritu']","['Ryuichi Sakamoto', 'Alva Noto']",156.0,['Emmanuel Lubezki'],"['Monarchy Enterprises S.a.r.l.', 'Regency Enterprises', 'Appian Way', 'CatchPlay', 'Anonymous Content', 'New Regency Pictures', 'Hong Kong Alpha Motion Pictures Co.', 'M Productions', 'RatPac Entertainment']","United States, Hong Kong, Taiwan, Argentina","English, Pawnee, French",7.725,135000000,2.363195308376897,2.3687605130132754,3,1,10,6,2,2,1,9
tt5848272,Ralph Breaks the Internet,2018.0,9,PG,"['Family', 'Animation', 'Comedy', 'Adventure']","['Rich Moore', 'Phil Johnston']","['John C. Reilly', 'Sarah Silverman', 'Gal Gadot', 'Taraji P. Henson', 'Bill Hader', 'Jack McBrayer', 'Timothy Simons', 'Phil Johnston', 'Mandy Moore', 'Anika Noni Rose']",['Clark Spencer'],"['Pamela Ribon', 'Phil Johnston']",['Henry Jackman'],112.0,['Nathan Warner'],"['Walt Disney Pictures', 'Walt Disney Animation Studios']",United States,English,7.525,175000000,3.2487341261560068,2.349074903906184,4,2,10,1,2,1,1,2
tt0103639,Aladdin (1992),1992.0,9,G,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Romance']","['John Musker', 'Ron Clements']","['Scott Weinger', 'Robin Williams', 'Linda Larkin', 'Jonathan Freeman', 'Gilbert Gottfried', 'Douglas Seale', 'Frank Welker', 'Brad Kane', 'Lea Salonga', 'Bruce Adler']","['Ron Clements', 'John Musker']","['Ron Clements', 'Ted Elliott', 'Terry Rossio', 'John Musker']",['Alan Menken'],90.0,[],"['Walt Disney Pictures', 'Walt Disney Feature Animation']",United States,English,8.475,28000000,-0.0056210291822197,2.2118838379921097,5,2,10,2,4,1,0,2
tt2357291,Rio 2,2014.0,7,G,"['Animation', 'Adventure', 'Comedy', 'Family']",['Carlos Saldanha'],"['Jesse Eisenberg', 'Anne Hathaway', 'will.i.am', 'Jamie Foxx', 'Leslie Mann', 'George Lopez', 'Andy García', 'Bruno Mars', 'Bernardo de Paula', 'Rodrigo Santoro']","['John C. Donkin', 'Bruce Anderson']","['Jenny Bicks', 'Carlos Kotkin', 'Don Rhymer', 'Yoni Brenner']",['John Powell'],101.0,['Renato Falcão'],"['Blue Sky Studios', '20th Century Fox Animation']","United States, Iraq, Canada","English, Portuguese",5.675,103000000,1.6547642541536105,2.183282070545556,4,1,10,2,4,1,1,2
tt0892769,How to Train Your Dragon (2010),2010.0,7,PG,"['Fantasy', 'Adventure', 'Animation', 'Family']","['Chris Sanders', 'Dean DeBlois']","['Jay Baruchel', 'Gerard Butler', 'Craig Ferguson', 'America Ferrera', 'Jonah Hill', 'Christopher Mintz-Plasse', 'T.J. Miller', 'Kristen Wiig', 'Robin Atkin Downes', 'Philip McGrade']",['Bonnie Arnold'],"['Dean DeBlois', 'Chris Sanders', 'William Davies']",['John Powell'],98.0,['Gil Zimmerman'],['DreamWorks Animation'],"United States, France, United Kingdom",English,8.325,165000000,3.0273494217112296,2.163526763282305,4,2,10,1,3,1,1,1
tt1623205,Oz the Great and Powerful,2013.0,7,PG,"['Fantasy', 'Adventure', 'Family']",['Sam Raimi'],"['James Franco', 'Mila Kunis', 'Rachel Weisz', 'Michelle Williams', 'Zach Braff', 'Bill Cobbs', 'Joey King', 'Tony Cox', 'Stephen R. Hart', 'Abigail Spencer']",['Joe Roth'],"['Mitchell Kapner', 'David Lindsay-Abaire']",['Danny Elfman'],130.0,['Peter Deming'],"['Roth Films', 'Walt Disney Pictures']",United States,English,5.55,200000000,3.8021958872679504,2.145759226805529,3,1,10,1,2,1,1,2
tt1436562,Rio,2011.0,0,G,"['Animation', 'Adventure', 'Comedy', 'Family']",['Carlos Saldanha'],"['Jesse Eisenberg', 'Anne Hathaway', 'Leslie Mann', 'Jane Lynch', 'will.i.am', 'George Lopez', 'Wanda Sykes', 'Jamie Foxx', 'Rodrigo Santoro', 'Jemaine Clement']","['Bruce Anderson', 'John C. Donkin']","['Sam Harper', 'Don Rhymer', 'Joshua Sternin', 'Jennifer Ventimilia']",['John Powell'],96.0,['Renato Falcão'],"['Blue Sky Studios', '20th Century Fox Animation', '20th Century Fox']","United States, United Kingdom","English, Portuguese, Arabic, Spanish, Brazilian Sign ",6.775,90000000,1.3669641383753997,2.1023239438462284,4,1,10,2,4,1,1,3
tt0367594,Charlie and the Chocolate Factory,2005.0,5,PG,"['Adventure', 'Comedy', 'Family', 'Fantasy']",['Tim Burton'],"['Johnny Depp', 'Freddie Highmore', 'David Kelly', 'Helena Bonham Carter', 'Noah Taylor', 'Missi Pyle', 'James Fox', 'Deep Roy', 'Christopher Lee', 'Adam Godley']","['Richard D. Zanuck', 'Brad Grey', 'Lorne Orleans']",['John August'],['Danny Elfman'],115.0,['Philippe Rousselot'],"['Warner Bros. Pictures', 'Village Roadshow Pictures', 'The Zanuck Company', 'Plan B Entertainment', 'Theobald Film Productions']","United Kingdom, United States",English,7.300000000000001,150000000,2.6952723650440635,2.054193285008039,4,1,10,3,1,1,1,5
tt1772341,Wreck-It Ralph,2012.0,9,PG,"['Family', 'Animation', 'Comedy', 'Adventure']",['Rich Moore'],"['John C. Reilly', 'Sarah Silverman', 'Jack McBrayer', 'Alan Tudyk', 'Jane Lynch', 'Rich Moore', 'Raymond S. Persi', 'Mindy Kaling', 'Jamie Elman', 'Adam Carolla']","['Monica Lago-Kaytis', 'Clark Spencer']","['Jennifer Lee', 'Phil Johnston']",['Henry Jackman'],101.0,[],"['Walt Disney Animation Studios', 'Walt Disney Pictures']",United States,English,7.725,165000000,3.0273494217112296,2.033690351027672,4,1,10,2,2,1,0,2
tt0317219,Cars,2006.0,6,G,"['Animation', 'Adventure', 'Comedy', 'Family']",['John Lasseter'],"['Owen Wilson', 'Paul Newman', 'Bonnie Hunt', 'Larry the Cable Guy', 'Cheech Marin', 'Tony Shalhoub', 'Guido Quaroni', 'Jenifer Lewis', 'Paul Dooley', 'Michael Wallis']",['Darla K. Anderson'],"['Dan Fogelman', 'Joe Ranft', 'John Lasseter', 'Kiel Murray', 'Phil Lorin', 'Jørgen Klubien']",['Randy Newman'],116.0,"['Jeremy Lasky', 'Jean-Claude Kalache']","['Pixar', 'Walt Disney Pictures']",United States,"English, Italian, Japanese, Yiddish",7.25,120000000,2.0311182517097315,1.983535145312044,4,1,10,1,6,1,2,2
tt5113040,The Secret Life of Pets 2,2019.0,8,PG,"['Family', 'Comedy', 'Adventure', 'Animation']",['Chris Renaud'],"['Patton Oswalt', 'Kevin Hart', 'Eric Stonestreet', 'Jenny Slate', 'Tiffany Haddish', 'Lake Bell', 'Nick Kroll', 'Dana Carvey', 'Ellie Kemper', 'Harrison Ford']","['Janet Healy', 'Chris Meledandri']","['Brian Lynch', 'Brian Lynch']",['Alexandre Desplat'],86.0,[],"['Universal Pictures', 'Illumination']","United States, Japan, France",English,6.225,80000000,1.1455794339306222,1.806852566725949,4,1,10,2,2,1,0,2
tt0099348,Dances with Wolves,1990.0,7,PG-13,"['Adventure', 'Drama', 'Western']",['Kevin Costner'],"['Kevin Costner', 'Mary McDonnell', 'Graham Greene', 'Rodney A. Grant', 'Floyd ""Red Crow"" Westerman', 'Tantoo Cardinal', 'Robert Pastorelli', 'Charles Rocket', 'Maury Chaykin', 'Jimmy Herman']","['Kevin Costner', 'Jim Wilson']",['Michael Blake'],['John Barry'],181.0,['Dean Semler'],"['Tig Productions', 'Majestic Films International', 'Allied Filmmakers']","United States, United Kingdom","English, Sioux, Pawnee",7.925,22000000,-0.1384518518490861,1.7784884841052309,3,1,10,2,1,1,1,3
tt0499448,The Chronicles of Narnia: Prince Caspian,2008.0,8,PG,"['Adventure', 'Family', 'Fantasy']",['Andrew Adamson'],"['William Moseley', 'Anna Popplewell', 'Skandar Keynes', 'Georgie Henley', 'Ben Barnes', 'Peter Dinklage', 'Sergio Castellitto', 'Eddie Izzard', 'Liam Neeson', 'Warwick Davis']","['Philip Steuer', 'Andrew Adamson', 'Mark Johnson']","['Andrew Adamson', 'Christopher Markus', 'Stephen McFeely']",['Harry Gregson-Williams'],150.0,['Karl Walter Lindenlaub'],"['Walt Disney Pictures', 'Walden Media', 'Silverbell Films', 'Mark Johnson Productions', 'C.S. Lewis Company']","United States, Poland, Slovenia, Czech Republic, United Kingdom, Australia, Germany, New Zealand",English,6.475,225000000,4.355657648379894,1.7538266274919825,3,1,10,3,3,1,1,5
tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010.0,2,PG,"['Adventure', 'Family', 'Fantasy']",['Michael Apted'],"['Georgie Henley', 'Skandar Keynes', 'Ben Barnes', 'Will Poulter', 'Anna Popplewell', 'William Moseley', 'Simon Pegg', 'Liam Neeson', 'Tilda Swinton', 'Laura Brent']","['Andrew Adamson', 'Mark Johnson', 'Philip Steuer', 'Cort Kristensen']","['Michael Petroni', 'Christopher Markus', 'Stephen McFeely']",['David Arnold'],113.0,['Dante Spinotti'],"['Fox 2000 Pictures', 'Walden Media', 'C.S. Lewis Company']","United States, United Kingdom, Canada, Australia, Germany",English,5.725,155000000,2.8059647172664524,1.7322258932700574,3,1,10,4,3,1,1,3
tt3416828,Ice Age: Collision Course,2016.0,6,PG,"['Adventure', 'Animation', 'Family', 'Comedy', 'Science Fiction']",['Mike Thurmeier'],"['Ray Romano', 'John Leguizamo', 'Denis Leary', 'Queen Latifah', 'Seann William Scott', 'Josh Peck', 'Simon Pegg', 'Keke Palmer', 'Jennifer Lopez', 'Neil deGrasse Tyson']",['Lori Forte'],"['Michael Berg', 'Michael J. Wilson', 'Yoni Brenner']",['John Debney'],94.0,['Renato Falcão'],"['Blue Sky Studios', '20th Century Fox Animation', '20th Century Fox']","United States, United Kingdom",English,4.25,105000000,1.6990411950425657,1.693646666494976,5,1,10,1,3,1,1,3
tt4123432,Fantastic Beasts: The Secrets of Dumbledore,2022.0,0,PG-13,"['Fantasy', 'Adventure']",['David Yates'],"['Eddie Redmayne', 'Jude Law', 'Mads Mikkelsen', 'Ezra Miller', 'Dan Fogler', 'Alison Sudol', 'Callum Turner', 'Jessica Williams', 'Katherine Waterston', 'Oliver Masucci']","['David Heyman', 'J.K. Rowling', 'Steve Kloves', 'Lionel Wigram', 'Tim Lewis']","['Steve Kloves', 'J.K. Rowling']",['James Newton Howard'],142.0,['George Richmond'],"['Warner Bros. Pictures', 'Heyday Films']","United Kingdom, United States","English, German, Latin",5.525,200000000,3.8021958872679504,1.6861609651029814,2,1,10,5,2,1,1,2
tt1446714,Prometheus,2012.0,8,R,"['Science Fiction', 'Adventure', 'Mystery']",['Ridley Scott'],"['Noomi Rapace', 'Michael Fassbender', 'Charlize Theron', 'Idris Elba', 'Guy Pearce', 'Logan Marshall-Green', 'Sean Harris', 'Rafe Spall', 'Emun Elliott', 'Benedict Wong']","['Ridley Scott', 'Walter Hill', 'David Giler']","['Jon Spaihts', 'Damon Lindelof']",['Marc Streitenfeld'],124.0,['Dariusz Wolski'],"['Dune Entertainment', '20th Century Fox', 'Brandywine Productions', 'Scott Free Productions']","United Kingdom, United States","English, Gaelic",6.825,130000000,2.252502956154509,1.6652866333154177,3,1,10,3,2,1,1,4
